customer_id,age,gender,tenure_months,subscription_type,monthly_charges,total_spend,support_tickets,last_login_days,churn
5360,60,Male,18,Standard,720.7,43292.59,1,2,0
5361,48,Female,49,Standard,1741.06,26780.73,0,29,1
5362,34,Male,41,Basic,500.82,15238.71,8,16,0
5363,50,Female,45,Standard,1776.37,35435.48,2,6,0
5364,49,Male,16,Standard,1361.78,19784.08,2,24,0
5365,46,Male,21,Basic,1917.6,39006.49,6,11,0
5366,38,Male,10,Basic,128.7,1301.48,0,26,0
5367,38,Male,42,Premium,212.28,26712.23,8,6,1
5368,57,Male,4,Premium,1051.7,17198.85,6,2,0
5369,40,Female,44,Basic,1833.52,12827.93,8,5,0
5370,23,Female,59,Premium,1488.51,33260.92,7,2,0
5371,39,Male,8,Standard,1282.06,33089.48,4,3,0
5372,55,Female,47,Basic,160.04,2334.83,2,15,0
5373,54,Female,53,Premium,772.91,47411.09,8,14,0
5374,62,Male,55,Basic,757.12,18411.73,4,0,0
5375,25,Female,19,Premium,1129.96,45911.69,8,1,1
5376,58,Female,47,Basic,589.87,29394.14,2,0,0
5377,52,Female,40,Standard,607.6,32803.23,5,25,1
5378,28,Female,40,Premium,1279.64,48045.52,1,17,0
5379,41,Male,51,Basic,1894.68,41198.77,2,3,0
5380,38,Female,9,Standard,1354.34,7431.73,1,5,1
5381,19,Male,30,Premium,1369.45,758.44,1,10,0
5382,57,Male,56,Premium,1973.81,15775.08,4,29,1
5383,36,Female,17,Basic,391.61,24682.61,9,11,0
5384,56,Male,40,Standard,164.29,36741.42,3,7,0
5385,45,Female,44,Basic,1516.48,33221.89,3,29,0
5386,34,Male,59,Premium,933.7,15986.38,7,13,0
5387,23,Female,15,Basic,914.76,27328.8,5,9,0
5388,36,Female,4,Basic,528.08,32721.2,9,24,1
5389,55,Male,6,Standard,1063.04,25930.64,1,25,0
5390,45,Female,16,Standard,940.13,34604.23,0,22,0
5391,19,Female,26,Premium,756.36,24518.3,4,3,1
5392,55,Female,57,Standard,941.22,26719.41,6,14,0
5393,54,Female,37,Basic,829.29,47068.38,4,29,0
5394,21,Male,23,Premium,1885.8,19763.33,3,15,1
5395,39,Male,13,Standard,1962.48,37907.51,4,13,1
5396,43,Male,47,Basic,1695.81,17066.49,9,14,1
5397,60,Female,17,Basic,1981.79,16926.8,7,22,0
5398,53,Male,57,Premium,604.87,46370.24,4,16,0
5399,30,Female,54,Premium,1701.56,35084.24,8,26,0
5400,49,Female,27,Standard,872.6,46483.44,9,11,1
5401,34,Female,52,Standard,1517.66,49731.78,6,29,1
5402,58,Male,22,Standard,482.65,510.06,1,29,0
5403,53,Male,37,Standard,1642.72,49165.94,8,12,0
5404,63,Male,19,Premium,258.58,5493.1,1,13,0
5405,36,Male,39,Basic,614.06,3985.37,5,25,0
5406,52,Female,35,Basic,1661.71,38506.59,7,10,0
5407,63,Male,13,Standard,1519.6,17834.14,1,10,0
5408,57,Male,14,Premium,1052.37,45931.69,5,5,0
5409,45,Male,48,Standard,1378.31,27453.08,4,0,1
5410,18,Male,31,Standard,452.59,19612.53,6,23,0
5411,59,Female,45,Premium,1368.75,4135.15,9,19,0
5412,35,Male,2,Basic,115.15,23499.47,4,7,0
5413,57,Male,46,Basic,1683.11,14255.94,2,7,0
5414,50,Male,52,Standard,1080.95,4292.35,5,29,0
5415,29,Female,39,Premium,1893.37,33684.23,6,29,1
5416,25,Male,37,Basic,1008.51,48878.18,0,17,1
5417,41,Male,14,Basic,922.87,19256.27,7,21,0
5418,33,Male,9,Premium,955.1,15214.61,7,12,1
5419,21,Female,10,Premium,783.48,4953.03,3,25,0
5420,55,Female,7,Basic,416.68,11545.69,7,13,1
5421,61,Male,28,Standard,1699.92,14606.13,2,29,0
5422,44,Male,46,Standard,839.26,17536.69,4,14,0
5423,26,Female,25,Basic,1105.31,31881.37,2,3,0
5424,64,Female,46,Standard,137.79,6186.2,1,18,1
5425,33,Female,57,Standard,214.48,3391.98,4,12,0
5426,29,Female,28,Premium,1234.65,46563.8,7,8,0
5427,48,Female,2,Premium,1770.53,40059.84,8,15,1
5428,41,Male,17,Premium,1037.45,14271.99,4,27,0
5429,31,Male,59,Standard,413.45,32120.21,2,25,1
5430,62,Male,52,Premium,320.64,29828.37,2,27,0
5431,42,Male,4,Premium,1809.6,37279.02,7,8,1
5432,51,Female,13,Basic,1433.11,43035.08,2,1,0
5433,20,Female,18,Premium,1935.77,18208.73,8,20,1
5434,41,Female,3,Basic,256.46,33211.18,9,25,0
5435,59,Female,51,Standard,1814.96,40201.02,0,9,1
5436,26,Female,37,Premium,1706.7,35115.07,0,6,0
5437,43,Male,33,Basic,1797.05,46145.71,4,8,0
5438,37,Male,41,Basic,110.95,24987.03,3,7,0
5439,57,Male,24,Basic,1509.62,40230.71,2,25,0
5440,27,Male,8,Standard,1142.98,45532.2,0,19,0
5441,36,Male,35,Premium,1189.04,28074.12,6,18,1
5442,20,Female,2,Standard,991.48,1356.03,0,0,1
5443,41,Female,33,Basic,1511.09,40991.41,5,0,0
5444,22,Female,12,Standard,1999.69,42378.68,9,24,0
5445,20,Female,22,Standard,1450.02,20292.61,1,19,1
5446,44,Female,13,Basic,1388.3,11839.36,3,7,1
5447,33,Male,10,Premium,1343.43,48918.39,7,3,0
5448,32,Male,17,Premium,1420.9,27805.37,2,27,0
5449,52,Male,43,Standard,750.01,26050.89,8,21,0
5450,29,Female,5,Premium,708.42,47330.68,4,3,1
5451,58,Female,57,Basic,1590.24,20700.81,5,14,0
5452,61,Female,59,Premium,200.87,42482.73,1,1,1
5453,43,Female,9,Standard,1542.57,35182.23,0,16,0
5454,64,Male,13,Basic,1646.3,48401.91,4,7,0
5455,51,Female,52,Basic,1091.04,21718.22,0,15,1
5456,40,Male,23,Basic,1829.28,45427.48,3,5,0
5457,48,Female,30,Standard,998.87,28659.6,7,0,0
5458,37,Male,43,Standard,438.36,24055.89,1,4,0
5459,29,Female,55,Premium,786.66,15630.35,5,18,0
5460,40,Female,4,Standard,1821.15,27858.55,9,17,1
5461,21,Male,21,Basic,1988.1,28841.32,4,2,0
5462,40,Male,43,Standard,901.52,44970.36,0,1,0
5463,18,Female,9,Standard,417.01,35351.08,7,25,0
5464,42,Male,7,Premium,644.03,41410.45,4,1,0
5465,19,Female,16,Basic,1151.26,38571.94,8,0,0
5466,47,Female,23,Premium,1186.98,14194,1,2,0
5467,20,Male,58,Premium,1297.11,10686.98,5,18,0
5468,38,Female,23,Premium,1687.17,13294.83,6,3,0
5469,42,Female,31,Basic,1451.31,7755.68,0,2,0
5470,37,Male,57,Premium,595.6,19605.12,9,7,0
5471,39,Female,5,Basic,850.58,32868.09,3,11,0
5472,38,Female,6,Premium,1695.65,27080.39,1,28,1
5473,50,Female,51,Premium,1303.43,34121.11,6,3,1
5474,55,Female,1,Basic,416.19,18126.87,2,13,1
5475,32,Male,59,Standard,718.52,10661.25,8,9,0
5476,63,Male,48,Premium,1603.07,10536.53,7,16,1
5477,32,Male,28,Standard,426.98,30242.7,9,29,0
5478,63,Female,18,Premium,1413,8632.59,6,17,0
5479,42,Male,24,Standard,1170.72,20159.78,7,6,0
5480,38,Male,13,Standard,380.2,11035.22,0,12,0
5481,41,Male,33,Standard,1408.87,33306.64,9,21,0
5482,22,Female,10,Standard,370.46,30963.33,5,24,0
5483,23,Male,7,Standard,857.03,19365.69,6,12,1
5484,60,Male,37,Basic,686.26,6871.52,6,21,0
5485,61,Female,32,Standard,1411.02,10984.93,8,1,0
5486,64,Female,45,Basic,1586.49,23874.35,6,7,0
5487,40,Female,22,Premium,419.8,48618.08,6,24,0
5488,21,Female,16,Basic,1642.79,13903.35,5,20,0
5489,44,Female,24,Standard,113.71,9963.92,2,21,0
5490,35,Female,52,Basic,1107.11,11423.83,5,19,0
5491,38,Male,54,Standard,1081.9,35552.89,8,10,1
5492,45,Male,14,Basic,1285.26,45776.87,9,1,0
5493,52,Female,11,Premium,555.43,4221,2,11,0
5494,39,Female,19,Standard,118.73,37589.78,2,4,1
5495,57,Male,23,Standard,964.05,24983.03,6,20,0
5496,40,Female,34,Basic,235.67,41346.93,6,29,0
5497,20,Female,40,Basic,1795.17,21364.51,4,15,0
5498,57,Male,13,Basic,429.97,758.2,7,29,0
5499,27,Female,39,Basic,907.94,34298.42,7,0,0
5500,42,Female,44,Basic,924.6,40494.59,1,11,1
5501,25,Male,28,Standard,1150.44,45150.04,5,4,0
5502,28,Male,40,Premium,1586.81,28668.04,4,0,0
5503,22,Male,16,Basic,997.08,6541.4,3,2,1
5504,62,Male,50,Standard,148.93,18806.81,6,26,1
5505,54,Male,51,Premium,1565.11,39320.39,3,24,0
5506,62,Female,28,Premium,256.13,24973.44,4,3,0
5507,55,Female,4,Basic,1318.95,35112.6,7,8,1
5508,46,Female,28,Standard,1626.52,732.14,4,21,1
5509,22,Female,57,Standard,637.11,4113.62,8,16,0
5510,26,Female,12,Standard,953.3,34217.6,9,11,0
5511,19,Male,16,Standard,127.24,14864.99,1,18,0
5512,18,Female,53,Standard,1627.36,19715.24,1,28,0
5513,57,Female,54,Premium,1436.2,32285.58,8,2,1
5514,47,Female,49,Premium,539.64,6044.72,1,29,0
5515,28,Female,36,Premium,841.43,41719.06,2,19,0
5516,45,Female,20,Standard,1421.1,7649.5,5,9,0
5517,61,Male,26,Premium,780.51,36797.49,3,19,0
5518,29,Female,56,Premium,408.59,14991.19,7,7,0
5519,56,Female,56,Basic,1085.16,13368.56,7,2,0
5520,43,Female,26,Premium,1474.78,41152.6,1,10,1
5521,30,Female,22,Basic,709.54,27833.99,1,14,1
5522,25,Female,56,Standard,331.37,10672.14,2,19,0
5523,45,Female,9,Standard,1676.13,626.04,1,27,1
5524,47,Male,5,Standard,580.32,48665.23,4,11,0
5525,26,Female,17,Standard,1074.35,21853.62,0,2,0
5526,56,Male,49,Premium,1413.55,20172.43,6,6,1
5527,48,Male,34,Basic,702.44,2990.57,7,21,0
5528,38,Female,2,Standard,1332.41,44772.97,3,0,0
5529,64,Female,53,Standard,973.45,7459.09,6,9,0
5530,51,Female,55,Basic,1183.83,17105.06,8,16,1
5531,48,Male,7,Basic,1222.09,21344.64,6,5,0
5532,42,Female,36,Basic,1665.89,40600.23,1,18,0
5533,29,Female,13,Basic,1347.02,18293.6,1,24,0
5534,18,Female,20,Basic,602.18,26807.4,9,11,0
5535,39,Male,30,Premium,213.25,21722.21,9,28,0
5536,57,Male,30,Basic,103.77,15936.31,9,27,0
5537,54,Female,11,Premium,1818.39,47342,5,1,0
5538,64,Male,31,Basic,1890.01,39945.4,7,11,0
5539,18,Female,58,Basic,278.81,9130.47,9,28,1
5540,18,Male,3,Standard,1025.4,27957.96,9,18,0
5541,59,Female,59,Standard,388.03,39929.73,2,8,0
5542,59,Male,2,Standard,1902.62,29199.6,0,27,0
5543,38,Female,48,Standard,568.98,24942.07,0,5,0
5544,32,Female,3,Standard,1053.13,4066.94,1,16,0
5545,34,Male,56,Standard,414.68,5750.3,9,1,1
5546,39,Male,15,Basic,732.25,12639.36,5,6,1
5547,55,Male,17,Basic,606.93,25913.14,1,5,0
5548,52,Male,48,Standard,1003.31,49371.19,5,13,1
5549,62,Male,52,Standard,897.59,40212.18,0,16,1
5550,33,Female,7,Standard,728.52,5947.52,8,25,1
5551,25,Female,48,Basic,301.17,36004.34,6,17,1
5552,64,Male,5,Standard,1020.53,40618.33,0,5,0
5553,34,Female,34,Standard,1715.4,21006.03,8,11,0
5554,34,Female,33,Basic,1487.42,16842.31,8,5,1
5555,43,Male,54,Basic,1469.09,29438.45,9,21,0
5556,30,Female,45,Premium,795.57,26198.1,5,13,0
5557,34,Female,16,Standard,1446,13628.07,1,12,0
5558,55,Male,37,Basic,984.51,20170.2,1,8,1
5559,34,Male,3,Premium,385.52,27449.66,7,17,0
5560,31,Female,59,Basic,896.19,29206.26,8,9,0
5561,62,Male,59,Premium,352.2,26821.6,3,9,0
5562,23,Female,47,Premium,317.52,42382.32,1,26,0
5563,52,Male,48,Standard,143.81,2071.38,4,13,0
5564,63,Male,43,Standard,637.42,16982.69,6,8,1
5565,31,Male,57,Premium,728.66,37616.76,3,8,1
5566,64,Male,51,Standard,1428.94,32763.24,8,25,1
5567,25,Female,50,Basic,1122.21,45954.2,3,24,0
5568,32,Male,21,Basic,1731.05,29607.04,7,8,0
5569,44,Male,41,Premium,435.29,32088.47,2,2,1
5570,30,Female,8,Premium,605.32,35394.88,5,25,1
5571,48,Female,22,Basic,1888.04,9716.93,5,8,1
5572,52,Female,51,Basic,943.69,37785.58,2,12,0
5573,23,Female,54,Premium,1599.2,15344.54,1,9,0
5574,22,Male,5,Basic,1035.12,21512.81,5,24,1
5575,39,Female,17,Basic,995.06,1193.32,6,2,0
5576,40,Male,37,Premium,381.42,42256.51,6,29,0
5577,42,Female,14,Standard,1717.28,47697.9,9,28,1
5578,51,Male,39,Basic,248.88,3479.45,0,19,1
5579,43,Female,41,Standard,689.5,31942.41,5,3,0
5580,64,Male,28,Standard,1379.59,48058.54,8,13,0
5581,22,Male,31,Basic,1063.79,30541.59,8,12,1
5582,43,Female,17,Standard,1774.62,39998.57,1,19,0
5583,37,Male,35,Premium,174.67,6347.37,3,6,1
5584,23,Male,40,Basic,1333.87,12620.06,5,20,1
5585,23,Male,22,Basic,1007.18,17613.88,3,6,1
5586,35,Male,45,Standard,393.19,49067.75,8,5,0
5587,21,Female,48,Basic,1512.18,39198.01,1,22,0
5588,34,Male,53,Basic,881.48,44340.31,9,7,0
5589,31,Male,29,Standard,1110.01,24610.28,5,5,0
5590,31,Female,10,Standard,1937.81,35981.87,0,24,0
5591,30,Female,18,Basic,1023.84,36712.46,8,3,0
5592,24,Female,35,Basic,1664.41,28661.69,0,27,0
5593,61,Male,44,Premium,1562.2,43959.47,7,4,0
5594,32,Male,16,Premium,1359.23,8333.44,8,24,0
5595,36,Female,50,Basic,1803.94,3347.22,0,24,0
5596,60,Male,49,Basic,578.04,15550.8,0,17,0
5597,64,Female,7,Premium,1659.47,4869.45,9,1,1
5598,61,Male,30,Standard,817.8,3485.65,6,24,0
5599,52,Female,19,Basic,1643.73,21244.94,9,21,0
5600,34,Male,55,Premium,1038.2,10425.03,4,23,0
5601,52,Female,23,Premium,1729.65,39612.3,2,13,0
5602,36,Male,8,Basic,1800.2,29199.33,8,23,0
5603,37,Female,17,Basic,1235.52,18349.35,1,23,0
5604,53,Male,21,Premium,1064.49,14683.94,5,13,1
5605,52,Male,26,Basic,1588.23,28375.34,3,4,0
5606,49,Male,57,Standard,607.27,21983.1,4,10,1
5607,61,Female,28,Basic,129.16,3258.89,1,26,1
5608,57,Male,59,Premium,873.48,33426.94,0,25,0
5609,41,Male,39,Premium,1064.77,25238,8,19,0
5610,34,Male,33,Basic,664.8,14206.53,2,2,0
5611,24,Female,40,Premium,828.39,14875.55,5,15,1
5612,60,Male,19,Standard,352.81,22912.84,8,19,0
5613,18,Female,29,Basic,626.85,41465.83,0,7,0
5614,52,Male,20,Basic,556.18,21441,4,19,1
5615,49,Female,20,Premium,671.88,42059.25,3,14,0
5616,53,Female,10,Standard,668.2,21530.73,2,13,0
5617,30,Male,12,Basic,1162.04,41580.7,1,13,0
5618,23,Female,56,Premium,576.13,46610.73,2,7,0
5619,31,Female,33,Basic,1887.83,1518.41,0,23,0
5620,54,Male,56,Standard,1071.42,3581.4,0,29,0
5621,32,Female,25,Premium,345.04,7133.96,7,0,0
5622,64,Female,25,Basic,631.25,6544.96,4,15,0
5623,21,Female,53,Premium,1486.54,22996.66,1,26,1
5624,57,Female,4,Premium,125.95,38319.69,2,26,0
5625,33,Male,4,Standard,1881.85,48085.76,1,27,0
5626,45,Female,9,Standard,945.84,21180.15,9,11,0
5627,33,Female,15,Basic,1090.05,34579.82,1,13,1
5628,21,Male,56,Premium,1977.98,31957.59,3,8,0
5629,62,Male,26,Premium,1056.47,19962.58,3,13,0
5630,43,Female,15,Premium,1900.71,36195.61,6,12,1
5631,45,Male,26,Basic,1838.94,29801.58,1,18,1
5632,49,Male,28,Standard,1888.5,38117.01,8,21,0
5633,62,Male,7,Standard,1643.51,10085.61,6,29,0
5634,19,Male,32,Premium,663.16,18333.43,3,15,1
5635,48,Male,12,Basic,758.13,33725.48,6,18,0
5636,20,Male,35,Premium,793.47,6677.77,9,24,0
5637,25,Male,52,Standard,1960.44,38634.68,0,16,1
5638,41,Male,32,Premium,785.44,7105.27,6,22,0
5639,32,Male,9,Premium,306.51,16560.48,5,4,0
5640,60,Female,14,Premium,1578.82,12257.67,8,27,0
5641,48,Female,13,Standard,795.52,3518.79,7,2,1
5642,26,Female,56,Basic,1279.78,13897.51,1,27,0
5643,56,Female,44,Premium,1856.28,45619.8,2,26,1
5644,62,Female,33,Standard,1193.46,1832.97,2,22,0
5645,19,Male,32,Premium,1311.63,1333.03,5,0,0
5646,25,Male,19,Basic,1321.44,35361.21,1,21,0
5647,24,Female,30,Premium,1263.56,18660.06,1,6,0
5648,61,Female,16,Basic,403.56,11872.18,3,24,0
5649,56,Male,12,Standard,967.19,25689.17,0,24,0
5650,59,Female,10,Basic,114.56,13700.44,0,6,0
5651,33,Male,2,Basic,1289.9,19904.89,0,20,0
5652,52,Female,18,Standard,1193.18,35909.15,4,22,0
5653,47,Male,13,Basic,704.46,6286.9,8,26,0
5654,27,Female,29,Basic,1095.4,48002.98,3,16,0
5655,55,Male,24,Standard,1036.81,2605.17,7,29,0
5656,35,Female,38,Basic,576.74,40423.6,6,6,0
5657,22,Female,12,Basic,657.25,36367.26,5,12,0
5658,46,Male,29,Premium,1548.83,14463.43,8,27,0
5659,56,Male,22,Basic,1535.89,6356.98,9,28,0
5660,51,Female,36,Basic,992.59,42692.56,0,12,0
5661,60,Female,1,Basic,1463.27,34140.78,6,9,0
5662,62,Male,43,Standard,956.52,14898.62,8,19,1
5663,40,Male,55,Basic,1717.61,1337.99,9,1,1
5664,22,Male,40,Standard,732.33,46955.27,1,5,0
5665,47,Female,34,Standard,1861.86,20510.53,3,6,0
5666,23,Female,34,Basic,1130.34,9225.21,4,26,1
5667,63,Male,48,Basic,1117.81,45635.78,4,12,1
5668,61,Female,33,Basic,1374.54,18271.52,6,28,0
5669,21,Female,4,Basic,747.63,23430.96,9,22,1
5670,46,Male,38,Basic,1476.23,35081.62,7,7,0
5671,40,Female,30,Basic,708.81,41061.23,8,20,0
5672,23,Male,53,Basic,855.32,5458.8,4,12,0
5673,49,Male,52,Standard,1381.94,44984.36,1,25,0
5674,59,Female,46,Premium,819.05,46660.72,1,10,0
5675,35,Female,20,Standard,479.95,13333.85,4,9,0
5676,32,Male,26,Basic,1756.61,25120.7,4,28,1
5677,57,Male,15,Premium,1852.1,42964.83,4,26,1
5678,49,Male,7,Premium,1290.79,24623.74,5,23,0
5679,26,Female,7,Basic,1641.19,24357.74,7,3,0
5680,54,Male,50,Basic,1974.64,31116.9,4,9,0
5681,27,Male,29,Standard,1268.07,38488.25,2,16,0
5682,37,Male,23,Premium,1826.71,33448.06,8,27,1
5683,23,Male,34,Premium,782.58,31515.05,3,7,0
5684,20,Female,20,Basic,1430.9,18897.73,7,19,0
5685,59,Female,15,Basic,206.03,31688.65,8,4,1
5686,28,Male,33,Premium,1599.05,5612.01,6,28,1
5687,60,Female,53,Premium,1676.63,20773.13,2,19,0
5688,34,Female,17,Basic,862.23,9823.39,9,14,1
5689,49,Female,20,Basic,1314.01,27109.61,5,22,1
5690,21,Male,57,Basic,1730.89,13471.24,6,9,0
5691,21,Female,13,Standard,1778.86,25543.77,6,18,0
5692,34,Female,44,Standard,302.41,38977.59,7,17,0
5693,58,Male,24,Basic,1672.23,21982.64,9,25,1
5694,36,Male,54,Standard,621.06,11327.07,4,11,0
5695,22,Female,47,Premium,1481.88,11537.59,4,1,0
5696,49,Female,56,Premium,717.81,45359.6,1,6,0
5697,39,Male,37,Basic,207.03,39154.79,1,10,0
5698,23,Male,7,Premium,498.75,2310.35,3,14,1
5699,52,Male,8,Premium,876.48,47164.78,6,11,0
5700,39,Male,23,Premium,1508.33,6071.98,7,9,1
5701,18,Female,14,Premium,291.34,32820.65,2,12,0
5702,37,Male,4,Premium,1644.57,27799.4,0,21,1
5703,39,Female,21,Standard,1994.21,2810.31,3,1,0
5704,28,Female,46,Standard,1597.69,15111.08,5,23,0
5705,30,Female,10,Basic,1000.1,38904.75,5,29,1
5706,59,Male,22,Premium,1179.5,15690.55,8,14,0
5707,20,Male,30,Standard,111.7,24276.45,6,21,0
5708,26,Female,30,Standard,497.62,35048.55,8,7,1
5709,29,Female,16,Standard,1808.08,4042.86,9,5,0
5710,40,Female,11,Premium,141.29,41713.98,4,3,1
5711,31,Female,22,Standard,1819.11,2558.27,4,7,0
5712,50,Female,29,Basic,315.18,13488.18,4,19,1
5713,35,Male,25,Basic,352.84,38271.83,4,21,0
5714,58,Male,58,Premium,433.16,45637.82,3,4,1
5715,26,Male,14,Basic,1618.83,38137.01,5,19,0
5716,40,Female,14,Standard,1008.55,11736.47,0,22,0
5717,27,Female,2,Premium,375.87,49293.33,1,7,1
5718,36,Male,54,Basic,1404.92,20960.04,8,13,0
5719,64,Male,13,Premium,1887.31,19134.33,5,21,0
5720,22,Female,3,Standard,1187.66,43329.16,5,16,0
5721,64,Male,30,Basic,287.53,3777.34,9,22,1
5722,40,Male,18,Standard,204.03,28026.03,3,19,0
5723,47,Male,54,Basic,1612.16,48298.48,4,1,0
5724,42,Female,36,Premium,1289.56,5456.45,8,18,1
5725,45,Female,21,Basic,1853.05,27272.03,1,25,0
5726,51,Male,53,Basic,1139.78,7056.6,2,3,1
5727,62,Female,19,Basic,218.55,44553.91,9,13,0
5728,64,Male,16,Premium,867.01,29593.55,7,6,0
5729,42,Male,28,Basic,1350.18,12112.87,8,24,0
5730,27,Female,4,Standard,831.28,15698.63,4,15,0
5731,31,Female,51,Premium,1999.22,26073.23,2,9,1
5732,59,Female,55,Premium,870.22,36404.73,0,10,0
5733,63,Male,15,Standard,1137.85,24630.96,1,21,0
5734,47,Male,1,Premium,528.24,9868.66,3,25,0
5735,58,Male,48,Basic,389.06,35552.5,3,4,0
5736,42,Female,47,Premium,1326.08,6359,4,24,0
5737,31,Male,16,Standard,1218.36,40565.66,8,11,0
5738,52,Male,54,Premium,108.24,20082.21,1,23,1
5739,51,Male,20,Standard,641.08,32809.17,1,23,0
5740,27,Male,33,Premium,1322.8,17562.66,4,23,1
5741,52,Female,17,Standard,1643.27,33619.14,1,14,1
5742,28,Female,5,Premium,693.5,44514.75,9,23,0
5743,28,Female,5,Basic,1330.13,35219.51,4,23,0
5744,38,Male,58,Standard,603.99,33734.74,4,9,0
5745,38,Male,39,Standard,1411.72,37991.84,6,25,1
5746,39,Male,13,Premium,1426.1,25260.49,3,22,1
5747,62,Female,44,Premium,347.42,11404.49,1,1,1
5748,24,Female,36,Premium,1363.67,40868.34,7,17,1
5749,34,Female,30,Basic,733.78,32599.86,0,10,0
5750,19,Female,57,Premium,427.93,16034.13,9,4,0
5751,29,Female,4,Standard,1050.69,14155.57,0,5,1
5752,59,Male,23,Premium,959.36,25246.48,6,12,0
5753,35,Female,21,Basic,1570.36,10761.63,3,24,0
5754,28,Female,21,Premium,260.58,43972.82,2,16,0
5755,33,Female,6,Premium,1600.53,39534.38,0,26,0
5756,35,Male,24,Standard,301.56,15761.59,7,15,0
5757,52,Female,47,Premium,494.17,2945.48,7,22,0
5758,43,Female,53,Basic,1080.18,3067.47,3,22,0
5759,33,Female,31,Premium,980.03,15207.43,1,23,0
5760,23,Male,19,Premium,1978.83,7801.62,3,28,0
5761,61,Male,38,Standard,1220,43729.95,6,0,1
5762,60,Female,12,Premium,722.13,21328.75,3,27,1
5763,64,Female,14,Standard,1810.28,17727.31,2,12,0
5764,64,Female,50,Standard,693.21,11286.01,9,9,0
5765,59,Female,12,Premium,620.17,42139.45,0,12,0
5766,29,Male,56,Standard,1039.31,39727.12,8,19,1
5767,30,Female,56,Standard,1835.03,19524.16,4,25,0
5768,21,Male,15,Premium,1446.18,8883.21,1,20,0
5769,56,Female,19,Premium,1387.22,47623.42,5,17,0
5770,19,Male,28,Basic,1479.55,16135.07,1,17,0
5771,43,Male,40,Basic,1353.32,38669.04,5,26,1
5772,44,Female,41,Standard,1543.61,23420.95,8,3,0
5773,44,Male,5,Standard,466.25,39191.48,1,2,0
5774,32,Female,5,Premium,436.79,24339.66,0,15,0
5775,25,Male,6,Basic,788.11,46315.21,6,28,0
5776,24,Male,23,Basic,1716.82,40120.96,7,6,0
5777,64,Female,3,Premium,1457.46,13384.31,1,29,0
5778,63,Female,37,Premium,1176.3,21803.7,3,6,0
5779,57,Male,33,Premium,136.95,5479.2,7,1,0
5780,29,Male,43,Premium,548.02,45221.83,3,15,1
5781,30,Female,58,Basic,1626.68,3930.17,8,4,0
5782,60,Female,21,Premium,560.72,1402.96,0,20,0
5783,34,Female,20,Premium,1487.55,25073.44,9,29,1
5784,34,Male,1,Basic,450.81,30354.89,6,7,0
5785,53,Female,39,Premium,1252.1,11549.11,2,7,0
5786,38,Female,47,Basic,1293.6,28742.18,9,10,1
5787,25,Male,17,Basic,1528.74,44830.31,2,28,0
5788,22,Female,29,Premium,932.85,31492.7,6,19,1
5789,43,Female,8,Premium,1302.08,23059.17,5,9,1
5790,33,Female,26,Standard,1025.24,7649.23,2,0,0
5791,53,Female,28,Standard,1899.94,8862.62,1,5,0
5792,45,Male,34,Basic,1091.57,24475.56,5,27,0
5793,46,Female,26,Basic,498.24,23424.51,9,6,0
5794,64,Female,13,Standard,1369,26358.24,6,16,0
5795,29,Female,44,Basic,1142.09,25640.58,8,23,0
5796,54,Female,37,Standard,1627.28,17393.31,8,15,0
5797,47,Female,13,Premium,436.13,34945.25,8,13,1
5798,40,Female,38,Premium,595.79,11004.45,9,24,0
5799,33,Male,25,Premium,1851.1,42690.28,0,23,0
5800,31,Male,47,Basic,1867.05,10122.61,3,2,0
5801,27,Male,23,Premium,940.29,21086.43,3,8,1
5802,24,Female,22,Basic,190.73,10931.8,9,9,0
5803,62,Female,21,Premium,682.45,31113.41,7,2,0
5804,54,Female,54,Basic,569.53,24143.07,2,11,0
5805,46,Male,30,Basic,887.89,19028.54,0,3,0
5806,20,Female,11,Standard,703.82,24019.11,2,11,0
5807,32,Male,4,Standard,1675.09,21351.4,5,21,0
5808,53,Female,33,Standard,105.77,42830.69,6,22,0
5809,64,Female,47,Basic,1324.8,6651.19,8,12,0
5810,63,Male,12,Standard,1362.11,39762.48,4,23,1
5811,36,Male,9,Standard,1355.19,32938.81,4,6,0
5812,30,Male,32,Standard,1089.13,17741.86,2,18,1
5813,59,Male,11,Basic,1261.1,45995.55,2,26,0
5814,38,Male,37,Basic,1639.94,9258.81,8,26,1
5815,54,Male,24,Standard,1589.97,15859.27,2,17,0
5816,44,Female,7,Standard,165.79,19054.63,2,26,0
5817,46,Male,8,Basic,157.83,32565.92,8,17,0
5818,37,Female,33,Basic,1694,47347.36,3,29,1
5819,42,Female,25,Standard,1191.99,29875.67,5,27,0
5820,23,Female,1,Standard,1919.11,42887.15,0,28,1
5821,53,Female,3,Standard,920.02,45296.18,1,8,1
5822,19,Female,40,Basic,435.81,23589.95,2,6,1
5823,39,Male,28,Standard,999.15,23885.49,1,6,1
5824,49,Male,43,Basic,929.43,12874.89,9,20,0
5825,33,Male,33,Premium,1082.64,30278.53,2,12,1
5826,35,Female,46,Standard,1635.1,6441.38,4,5,1
5827,22,Male,1,Premium,1345.61,31899.27,0,6,0
5828,53,Female,38,Basic,452.02,44698.41,0,12,1
5829,47,Female,53,Premium,1495.51,38158.89,6,24,1
5830,62,Female,27,Standard,1224.6,32634.82,8,25,1
5831,36,Female,38,Premium,1198.79,42001,8,19,0
5832,40,Male,35,Premium,1388.69,36625.85,6,5,0
